ID,label,review
1780,Negative,Hm sa to parhya hua paper bi pora attempt nahi hota
1781,Positive,Havaldar Lalak Jan ne aik barod ka thela pusht par bandha aur AK 47 sanbhal kar Bharti gola bari ke darmiyan tiger hill se utre aur kisi ki nigah mein aaye bagheir khofiya banker tak ja pohanche
1782,Positive,Shakhsi sehar ke lihaaz se bhi Johnny Depp kisi dosri celebrity se piche nahi
1783,Negative,Logon ki be inteha dad hasil karne ke bawajud adab ke thekedaron ke zere atab rehene wala Saghar Siddiqui 19 July 1974 ko khamoshi ke sath shehar e khamoshan Ahata e Sheikhan nazd Surriya Azeem Waqaf Hospital Bahawalpur road qabrustan Meyani Sahab Lahore mein dafan ho gaya
1784,Positive,Hahaha kiya debate thi last main jo aunty bol kr gyi hain woh kamal ka dialogue tha
1785,Positive,Love u Qalandars
1786,Positive,Iss ke baad Jhangir Khan ke walid Roshan Khan aur bhai Torsam Khan kamyabian hasil kein te rahe
1787,Positive,Done Thanks Urdu Safha s Admin for such initiative
1788,Positive,Baat kardi aunty ne Dil jeet lia phr bhi mein Imran ko vote dunga
1789,Positive,Abdu ke qanoon ke tehat Hussain Shaheed Suhrawardy par muqaddama chalaya gaya chunache tribunal ne samne pesh ho kar aap ne apna case aise madlal aur asar angez andaaz mein pesh kiya
1790,Negative,Aunty six mar k chali gai
1791,Positive,Javed Miandad Asif Iqbal ki hamrahi inning ka agaz kiya aur apne phele hi match mein 163 runs ka bara score bana dala
1792,Negative,Bach ke rahna Usse
1793,Negative,Lantiiiii khuda k azab h tum pu kutyyyy
1794,Positive,ALLAH Dekh Raha Hai
1795,Positive,Jab school teachers ne in ki awaaz suni to Mukesh aur Rafi ke songs ki farmaiysh karne lage aur hausla afzaai karne ke sath sath yeh dars bhi dete rehte ke singing na chorna
1796,Positive,Jahangir Khan apne barae bhai Torsam ke khail sey bahot motasir they
1797,Negative,Tahum in ki kuch films nakaam bhi hui hain
1798,Negative,Liaquatabad Sindhi Hotel K Qareeb Rangers Ka Search Operation Shuro Ghar Ghar Talashi Dakhli Kharji Rastay Bund
1799,Positive,hakeem sahab dua kre allah mjy jld olad ki nemat or tehmat sy nawaz dy ameen
1800,Positive,hahaha Jani ma bhi wo hee kha Raha hu
1801,Positive,Allah sab musal mana ko hidayat de
1802,Positive,Jisy ALLAH rkhy usy kch nhi ho sakta
1803,Negative,Firing Or Pur Tashadud Waqiat Me 54 Afrad Qatal
1804,Negative,Jin arkan ne apna haq e raidahi istamal nahi kiya in mein Mulana Azam Tariq Owees Laghari Raja Khalid aur AmanAbbasi shamil han
1805,Positive,Allah kamiyab Karen
1806,Positive,Achi karkardagi ki bina par unhen sirf 6 mah baad hi Qasim Platoon ka commander muqarar kar diya gaya aur agle hi saal bator boy company commander taraki de di gai
1807,Positive,Maut ke 45 baras bad marhoom ko hukoomat Pakistan ne hilal imtiyaz ke aezaaz se nawaza
1808,Negative,Daikho ghairt kro ye muslim bacha es bat ka saboot de gia k hum zinda hein
1809,Positive,Finally arsal ko b pata lag e gya jiya ki feelings ka
1810,Positive,Shayad iss liye ke Waheed Murad ki zati kahani aik mokammal aur kamyab almeay kay tamam anasir khud mein samoye huye hain
1811,Positive,Press culb mein pur hujom press conference mein Meera aur Naeem Ghuman ne dastawez par dastakhat kiye
1812,Negative,Jis ke zariye awam ka arbon rupiya loot le jane wale thag aik dosre ke jaraiym par pardah daal rahe hain
1813,Negative,agli baar koi kry toh aoskae stomach pe zor se pinch krien
1814,Negative,O mere bhaio ea videos dekh k kamaka insan ko mout se darao mat
1815,Negative,Nahi mila
1816,Positive,To zat ka hai syed or ma tumra nokar
1817,Negative,Video puri daikh kr tharki imaginations imagine kr ky end mey usy dubata karwao khud ki soch nangi ley ghoomo
1818,Positive,Subhan Allah Kia bat he mere Mola mere Rab ki Rahimi or Kareemi ki
1819,Negative,bkwas poor quality so bad
1820,Negative,humse na hou paaye ga
1821,Positive,Speed achi h aur mera dslr ka card sahi chal raha h
1822,Positive,Mout Har Hal Main Aani Hain
1823,Positive,1987 mein Johnny Depp ko maqbool TV show Jump Street 21 mein kaam karne ka mauqa mila jis ke bad kamiyabiyon ke darwazey in par khulte he chale gaey
1824,Positive,Hahahhahahhahaha pyar krtay ho na Aap es se aur mujayy btyaa bhe nai
1825,Negative,Had kardi AP ne had krdi ap nd
1826,Negative,Ye lanti khud America or India ka Agent ha ye Kiya fesla krey ga
1827,Positive,wo design nai mila Jo oper pic main dikhaya gaya mager Jo mila hy wo b acha hy kapda good quality ka hy
1828,Negative,Bht shouq hai tujhe phasne ka Aik bar agai shakanje main toh tumhari khabast aur tumhari hassi dono ki waat lgaa doonga main
1829,Positive,Malala Yousafzai ko Pakistan ka phela ezaz bara e aman diya gaya
1830,Negative,Khudiii kO keh ri hoo
1831,Positive,Meri ankhon m pani aa gia
1832,Negative,Afsos ki bat hy zahru hm bh kitny dhet hy th0ri dair bad phr agae thy maf tu hm ne kisi hal me nh kia tmhen
1833,Positive,Judge bartaraf howae gharon mein nazar band howae lekin awam ki taqat ne khud ko manwa leya
1834,Positive,Brian Lara ko first class cricket mein yeh aezaaz bhi hasil hai ke wo aik he innings mein 501 runs banane wale wahid batman ban gae
1835,Positive,sb se ziada shugli glasses mei white shalwar qameez wala he
1836,Positive,Mashraqi Pakistan mein fauji karwai ke khilaf inho ne aik nazam mushayare mein parhi jis ke ibtedai misrey ye the
1837,Positive,kaha na yaad aaty ho tu bus yad aaty ho
1838,Negative,Quaid MQM Altaf Hussain Ka Rangers Operation Per Awami Referendum Karane Ka Mutalba
1839,Positive,app ko dua denay k lye mere pass alfaaz nahi
1840,Negative,aawaz bohat kam hy
1841,Negative,Aunty ki date of birth pay lannat aur pechay Jo bandari k bachay bhaith k clapping kr rahay h woh woh qoum h Jo ghr daal k paisay dai k jati h to wapsi pay ghr chota ghoust paka hota h
1842,Positive,Wazir e Azam Ne Party Rehnumaun Ko Captan K Zati Mamlay Pr Bayan Bazi Sy Rok Diya
1843,Positive,Janab Hashir sahab aur Badshah Salamat ne exams k baad is project pe kaam shuru kiya
1844,Positive,Bilkul jaisa picture mai dekha tha waisa he product tha ye aur mjhe boht pasand aaaya Iski quality bilkul A1 thi aur mai iss cheez se bhi mutmayeen hun ke iski description bilkul sahi thi website pe
1845,Positive,allah jaza dy ga
1846,Negative,sp agree krte ho aunti dosri shadi karen
1847,Positive,Un hi ki rafaqat ki wajah se 13 saal ki umar mein Nisar Bazmi nohat se ragon par abor hasil kar chuke the
1848,Negative,Is k sir kalam kardiya jaha
1849,Positive,Meri chahat
1850,Positive,tmhari eid
1851,Negative,Abi tk to koi frq nae pra 3 bar use kr lya aagy dekhty hain kya hota hai
1852,Negative,Ajeeb ittefaq hai ke Rashid Minhas ke Grandfather Abdullah Minhas bhi 20 August 1934 ko baroz Jumma tul Mubarak 11 45 par inteqal kar gaey tha
1853,Negative,FIR kataygi ab
1854,Positive,App paidaishi leder thay aur shuro say hi apnay doston ki chote chote kamo aur khel tamashe karne per hosla afzai karte thay
1855,Negative,q nhee deta zra dleel tou dein deen sirf ejazat hi nhee deta blke bolne walo nko ajr o swab bhi deta hai lgta hai aap ko blawel ki chamcha geeri ka bht shoq hai
1856,Negative,Funny bnay ki nakam kosish
1857,Positive,Good news ha
1858,Positive,Waldah ne jawani hi mein apni zindagi falahi kaamon mein waqf kardene ka ahad kar liya tha
1859,Negative,Han kher demag wale jo hoe tum log
1860,Positive,Chal bata selfie LA LA ray
1861,Positive,Inayat Hussain Bhatti kai ghareb bachon ko taleemi wazifa dete the
1862,Positive,Qoumi Watan Party KPK Hkomat Main Shamil
1863,Positive,Good geftr krdo
1864,Positive,Pani Chori Ki Saza 10 Sal Or 10 Lakh Jurmana Hoga
1865,Negative,Kuch ni jahil awam larkian nachany se agay ni ja skti
1866,Negative,Political disability Tu aysa insan ko mulk chalana dena cahiya in ka hisab nahin hona cahiya kya soch ha yar teri
1867,Positive,Bhai scene on ha
1868,Negative,Mujhy b ni mily
1869,Positive,Hashim cheete ki tarah phurti se gaind ball per lapakte they aur aise qabil e deed strokes khelte they is ka tasawar bhi mumkin nahein tha
1870,Positive,Iss soch ne unhein South Asia ki aik nehayat qabil ziker tahreek khodai khidmatgar tahreek shuru kerne par majboor kiya
1871,Positive,sun lo tmhy meri or kiran jesi frnd he chahye haina
1872,Positive,Duva main yad rakiya ga
1873,Positive,app ki kamyabeon key eteraf mein app ko sadarti temgha barae husn karkerdagi sey nawaza gea aur Canada key aik adarey ney un ki zindagi par Fatha nami aik film bhi taiyar ki
1874,Positive,Dono ustadon se thumri aur daadra samait classical singing ki barikiyon se aagahi hasil ki
1875,Positive,Allah khair kry ga
1876,Positive,shukriya jee
1877,Positive,yar jani mil na h m missing u bht sari punchad h karna ko
1878,Positive,Thanks boldenA meri taraf Se
1879,Negative,Bhai koi us becharay ko tou batao
1880,Positive,Nasar kazmi Was a great poat
1881,Negative,cheez bari hai maste
1882,Positive,1992 ke bad inhe cricket ki duniya ka sab se ziyada tez aur sab se ziyada tabahkun bowler qarar diya jane laga
1883,Negative,Isko dekh kar accounts ke test yad agai
1884,Negative,bchary k daant to pury lgwa dy
1885,Positive,Aik taraf to inhe marshal arts se na sirf qalbi lagao hai bal ke wo judo ke mahir black belt 6 dawn bhi hain
1886,Negative,Mushtaq Manhoos ki misaal aisi ha jaisay kehtay hain dhobi ka kutta ghar ka nah ghaat ka
1887,Negative,Double minded ppl toh dekhey they double mouch abba pehli dafa dekha
1888,Negative,Zilla Aur Tehsil Councelon Ki 242 Nashiston Par Dubara Polling Hogi
1889,Negative,Intikhab Alam ke baqol baz khilari sochte the ke agar mein beron e mulk series jeet gaya to najane kia ban jaon ga
1890,Positive,Yahi h mera saccha dost
1891,Negative,Razia Sheer Khan Humare mulk ke bare shearon mein tartan track to hain lekin is ki maintenance nahi
1892,Negative,Emma Watson khud ko romance mein bad qismat samajhti hai
1893,Negative,Begart log secand hand products sell kar rahy in ko daraz sa nikal dana chay bludy peoples
1894,Positive,Jo box office par hit sabit hui
1895,Positive,Allah salamat rakhe
1896,Positive,KU BA Bcom Pvt Annual Exams 2015 K Liye Forms 31 Oct 15 Tak Jama Karwa Sakty Hai
1897,Positive,Woh hukumat ya sabqa mazhabi jamaton say imdad bhi nahi latay khun kay woh samjhte hain kay in ki imdad mashrot hoti hai
1898,Negative,ach sory muh seda
1899,Positive,Meri karkardagi bhi sab ke samne hai aur mujhe selectors par etemad hai
1900,Positive,In ki shaiyri mein bar e sagheer ke manazir ki tasveer hai aur in ki shiayri mein Hindi aur Urdu ki bohat khoobsurat aamesizh paai jati hai jo mushtarka riwayat ki tasveer hai
1901,Positive,Good
1902,Negative,Allah pak k gher ko dekh ker jo dily sakun milta hai wo bohet badbakhat hai jo ye lanty herket karta hai
1903,Negative,Ahmed Nadeem Qasmi ne 1948 mein adbi magzines EEE EEESawera EEE EEEshuru keya1948 aur 1949 mein Peshawar Radio ki nokri chor ker woh Lahore wapis agaey aur adbi resale Naqus ki adarat shuru ki
1904,Negative,yhi wo patwaari hy joh samjty nhi k bacho ko roads nhi chahiye hospitals chahiye schools chahiye
1905,Negative,Khi M A Jinnah Road Numaish Chourangi Tibet Centre Jama Cloth K Atraf Ki Galiyan Barrier Laga Kr Bund Krdi Gyen
1906,Positive,Yar ajkl sakht pareshan hu rozgar ki fikr me bht acha lga parh k
1907,Negative,haa ma b disi kehri khbr stuff khrb huje par dost ghurayo aa disa unjo kiye nikryo
1908,Positive,koi hal ni
1909,Positive,Is liye ke hum kamiyabi ke muqabley mein apni nakaami se kahi ziyada sabaq seekh sakte hain
1910,Positive,Bht khoob
1911,Negative,Bhai masiny ki bat hoi Ap sy better masoom shakal koi bna e nh skta
1912,Positive,Tahum in ki shohrat mein in ki fankarana salahiyaton ka bhi barha dakhal hai
1913,Positive,Rafeeq Peer Theater ke leye un ke gaye howae naghme aaj bhi mashor hain
1914,Positive,bhai ye drama buhat acha hai ghr mai ek episode chal rahi thi dekha tha maza deny laga isliye ab dekhta hon
1915,Negative,Kitna tang kiya tha usy
1916,Negative,Aisee aurtain hoti hain jo matti ke tail ka choolah phatnay se marti hain
1917,Positive,tab Iqbal Bano ke shauq ko ustaad ki raae ne jilaa bakhshi aur inho ne apne aehal e khana se kaha mujhe gana seekhna hai
1918,Negative,Koi b nai fazol hin sab
1919,Negative,Ab ye halat hai ke mout ka intezar hai
1920,Positive,Allah Sada Salamat rakhy
1921,Negative,Apni uktahat aur bechaine door kerney key leyeh Waheed Murad nay intehae taiz raftari se car chalaney ka mashgala apna leya tha kae bar hadsa hotey hotey rah geya tha lakin 1983 mein iss tara ki taiz driwing key dauran un ki gari aik darakht se takra gae unki jan to bach gae lakin charey pewr zakham ka nishan par geya shadeed mausi key alam mein woh apnay dost Parvaiz Malik key pas gaey aur zindagi mein pehli bar un se kam manga Parvaiz Malik nay un key zakham zada charey ki taraf dekh ker kaha key tum theek ho jao to kam hi kam hay
1922,Positive,Lol
1923,Negative,yaar koi sharam hoti h koi hyaa hoti h
1924,Negative,Bahi g ap ka what s up number he band ha order kis par karin
1925,Positive,Bilkul right
1926,Positive,Ghalib ke kalam se shora ko ye sekhna chaheye ke apne dork o batin mein yun sachai se ameza aur mehsos kiya jaye ke khayal sheri takhliq ban kar baramad ho aur is mein kahein masnoi pan ka shuba tak na ho
1927,Negative,Hahaha kion keh hum perhate hi nahi hain
1928,Positive,Murshid Pak kram ki ik nazar idr b frmayen
1929,Positive,Beshk ALLAH bht Rehm krny wla hy
1930,Negative,Is tarha 8 saal mein mukamal hone wale sab se bare sanati unit ko aik ghante ki karwai mein farikhat kar deya gaya
1931,Negative,Un ko yakeen tha tha k bomb banaya ja raha hai aur hamain ye sakhti se bata diya gaya k agar kuch bhi Karachi main phata to wo phaswa dain gay
1932,Positive,Financial times ne unhein woman of the 2013 qarar diya
1933,Negative,2 Wo Jo Mushkil Halaat Me Sath Chorr De
1934,Positive,1964 ke bad jab Mohibbullah Khan ne British open title jeeta Pakistan ko yeh ejaz 1965 mein hasil hua iss martaba dono Pakistani khelari Qamar Zaman aur Gogi Allauddin pahonche they lahza title to Pakistan ana hi tha Qamar ne Gogi ko shikast de ker pahli martaba Open jeetne ka ejaz hasil keya
1935,Negative,Galat baat mat karo ya bilkul nahai likha huwa Farig log koi aur kam nahai ha karnay ko jo ya galat batain bolty rehtay ho Jhail
1936,Negative,Yaar maine tw poori vdo hi nhi dekhi in aunty ko kuch hogaya h or peechy jo talliyaan baja rahy hain unhe bhi kuch hogaya h ajeeb Imran khan is the best
1937,Positive,Tb angrez gaye to India Pak ko lara gaye Ab phr wohi ho rha hai Umeed hai smj nai ho gi
1938,Positive,8 baras tak film beeno aur jaraiyd mein barhti hui maqboliyat ke sath is ne apne role ko ba khobi ada karte hue glamour ki chakachond kar dene wali duniya ke mutabiq khud ko munasib andaaz mein dhal liya hai
1939,Positive,Allah apka hami o nasir rahy amin
1940,Negative,In ki piadaish ke aik baras bad hi un ke walden mein elahdgi ho gai jis ke bad Angelina aur un ka bhai maa ke sath rehne lage the
1941,Negative,Bari khofnak hansi hai mashaAllah _
1942,Positive,Allah apki nuslon main barkat ata farmay
1943,Negative,Mehakma Mosamiat Ne Chitral Me Glacier Phante Ka Imkaan Zahir Kr Diya
1944,Negative,Phir Zara bach kay
1945,Positive,Apne Yadgar Lamhat ko Shandar Banain
1946,Negative,Ae ishaq apny zulam dekh meri umar dekh
1947,Negative,Is silsile mien dono actresses mutadid martaba Karachi bhi gai magar chand aik Tv programs mien shirkat ke ilawa koi drama project na mil saka
1948,Positive,Good
1949,Negative,Oo Sambhal K Us K Dant Lag Gaye To 4 5 Bande Zakhmi Hojainge O_o
1950,Positive,Forun Telephone uthaya aur dost ko phone kiya aur ladki ke muft ilaaj ka bandobast kar diya
1951,Negative,Nhi nhi nhi astaghfirullah tobah karo
1952,Negative,Yar iska end bht hi rolany wala hoga
1953,Negative,Bohat kam aise actors hain jinho ne dono jagah kamiyabi hasil ki
1954,Positive,Yaaaar akheeer kr gea lrkaAnd cinematography and video production lush
1955,Positive,Lala all the pakistani nation with u pak army zindabad
1956,Negative,Kuch zyda hi mu phar ky hasti hain
1957,Positive,Sirf 1 bar Darood Sharif Parh Kar Muslim Dosto Ko Send Kro
1958,Positive,Petrol Ki Qeemat Me 1 Rupay 3 Paise Or Deisel Ki Qeemat Me 2 Rupay 6 Paise Fee Litre Kami Ka Elan
1959,Positive,mene item use kia bht achi quality hai
1960,Positive,1949 mein Pir Ali Rashdi Pakistan news paper editor conference ke sadder muntakhib hue aur Pakistani press ke us wafd ki sarbarahi ke faraiyz anjaam diye jo bharat gaya tha aur jis ne Liauqat Nehro Muaaehede ki raah hamwar kit hi
1961,Negative,Lekin is ke bad se inhe dard door karne wali adwiya mustaqlan istemal karni parhti hain
1962,Negative,apko hi lagta hai bs
1963,Negative,Sab jante the ke ye kaam kitna mushkil hai lekin ye bhi sab jante the ke unhen larne ke leye bheja gaya hai
1964,Negative,mooon kafi bakwas tha
1965,Positive,robina aunty ka shukria adda kr dun unhe add kr ke
1966,Negative,January 1957 mein rahai pai to National Awami party banai October 1958 mein Mashalla nafiz hua to masaibka key daur ka Agaz hua
1967,Positive,Allah muaaf kare
1968,Positive,Awam kai sahi mazay a rhy hain D
1969,Positive,Me ap k atan fan ho k kia batao
1970,Positive,Main aik baat zaroro kahon gi ke in tamam mushkilat ke bawajod Pakistan mein talent ki koi kami nahi hai
1971,Positive,Yeh 5 roza test match mein kisi bhi cricketer ka ab tak sab se barha score hai
1972,Positive,Rafta rafta us ki shurat barhne lagi aur aik waqat aaya ke us ke pas America aur Europe ke dor daraz shehron se bhi khutot aane ka bhi silsila shuru ho gaya
1973,Positive,Skin Saf Krny K Liye Honey Milk Or Dahi Mix Kijye Is Mixture Ko 15 Mint K Liye Skin Pr Laga Lijye Bad Mai Saf Pani Sy Dho Lijye
